"RFID","Date","Time","Feeder","Antenna","Site"
"0110172F12","06/14/2019","14:19:59","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:57:37","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:57:46","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:57:55","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:58:04","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:58:14","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:58:23","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:58:36","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:58:45","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:58:54","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:59:03","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:59:13","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:59:22","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:59:31","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:59:40","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:59:49","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","16:59:58","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","17:00:08","LSSI2",2,"LSSI"
"0110171E9D","06/14/2019","17:00:17","LSSI2",2,"LSSI"
"0110171F62","06/14/2019","19:00:21","LSSI2",2,"LSSI"
"0110171F62","06/14/2019","19:00:36","LSSI2",2,"LSSI"
"0110171F62","06/14/2019","19:00:45","LSSI2",2,"LSSI"
"0110171F62","06/14/2019","19:00:55","LSSI2",2,"LSSI"
"0110171F62","06/14/2019","19:01:04","LSSI2",2,"LSSI"
"0110171F62","06/14/2019","19:01:13","LSSI2",2,"LSSI"
"0110171F62","06/14/2019","19:01:22","LSSI2",2,"LSSI"
